,AIF1,CD11B,AOAH,ARHGAP25,ZNF101,CEP68,GLRX,COQ8A,GPR155,SELPLG,PDP1,RNF214,STK10,CORO7,ITFG2,FOXP3,PRSS23,SAMHD1,PRKCB,TNFSF8,ADRB2,MYO1G,LITAF,ADGRG1,VCL,STMN3,ZAP70,TRMT1,CD28,SLA,GAB3,TMEM123,GZMB,RASSF1,TSHZ2,PDK1,AGTPBP1,SVIL,CD5,FANK1,LEF1,LCK,MTSS1,SGSM3,UCHL1,DSTN,CD248,RASGRP2,TRAF3IP3,WDR43,PLEK,CLDND1,GLUT1,PDE3B,FCRL6,RTKN2,GIMAP2,CCM2,CD38,PATL2,CD8B,TBX21,GLTSCR2,LDHB,FKBP5,TTC16,RIC3,CX3CR1,NELL2,SCML4,CD127,ARHGEF18,RAP1GAP2,LGALS1,WDR37,GPR183,CD42b,BEX4,NOSIP,ADAM8,IL2RA,SNURF,CCR10,CD161,NPM1,GCSAM,SLCO4C1,TTN,SERINC5,FCRL3,RGS19,FAM102A,LMO7,TMEM204,C12orf75,SPON2,CCL5,GIMAP5,OXNAD1,ATP2B1,KCNAB2,SPINT2,CAMK4,EIF3L,CD19,TIGIT,Helios,C1orf21,LTB,LLGL2,FCMR,TRAT1,TMEM63A,KLRF1,ARHGAP45,VEZF1,B3GNT2,BIRC3,SRPK2,CD247,FAM117B,CD6,CAPN2,EIF3E,CD27,NDFIP1,CD62L,APBA2,PLEKHG3,MBP,TIM3,DGKA,FAM110A,GITR,TPCN1,FHIT,SH3BP5,TOMM7,ACTN1,CD3G,LILRB1,NOG,LDLRAP1,GIMAP8,CD3E,MYO1F,C1orf228,SPTBN1,CCR4,CD48,PASK,CTLA4,GZMA,RSL1D1,CD146,LRRC75A,IL-17,APEX1,CORO1A,CD39,PI16,IGF1R,SH3YL1,GLUL,IL17RA,CEP78,ABLIM1,CD101,FYB1,HAPLN3,TTC39C,USP28,OSBPL5,NT5E,CCR6,GK5,LPCAT1,EPHX2,CD272,FOXP1,FAM60A,AHNAK,PXN,SLC9A3R1,THEM4,CD122,TBC1D4,GZMK,CXCR3,ELK3,TM4SF19,F5,ITGAL,TRABD2A,CD57,CCDC141,ITK,UBQLN2,CD95,GNLY,CCR8,CD3D,PLEKHB1,CASP2,PRKCA,FCGR3B,SAMD3,CD71,FCGR3A,CPNE2,LCP2,CASP8,CD18,TLDC2,RCAN3,CORO7-PAM16,HPGD,C6orf48,CD31,BACH2,BIN2,IL2RG,PSIP1,SLC40A1,CD2,CXCR4,CD29,CMTM7,SYNE1,SNX20,CD45,ARL4C,SH2D1A,ATM,TTC38,MAML2,EEF1B2,BCL2,TPST2,LMNA,TESPA1,TCF7,TGFBR3,CD69,NPAT,CD56,MLXIP,IL10RA,IL-4,S1PR5,EXOSC8,ISG20,CD49D,R3HDM4,CD30,FGR,VIPR1,CD14,PIK3IP1,THAP7,TRAP1,C1orf162,FUT11,CD55,METTL7A,CA6,RPS5,TRIM16,TAGLN2,ZEB2,STAM,RACK1,LRRN3,TXK,EMP3,SATB1,FLNA,MYC,FGFBP2,CD52,RAP1B,KLRD1,CD4,MAL,CD8,RAP2B,PIK3R5,ZNF683,RNF166,USP15,GZMH,EFHD2,NKG7,PD-1,CD53,CD37,SNED1,CD197,PTPRCAP,ZNF600,CD300A,SMAP2,EEF2,RPS8
Cell_374,0,0,0,0,19,0,0,1,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,0,2,0,0,2,234,0,0,0,0,0,3,2,0,0,2,0,1,2,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,16,1,0,1,2,0,0,0,3,0,0,0,0,0,0,0,2,3,4,0,0,0,0,0,0,3,0,0,3,0,0,11,0,0,0,1,1,0,0,2,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,56,1,0,11,0,24,0,1,1,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,7,0,50,0,1,0,0,0,2,0,0,1,0,0,9,0,0,0,29,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,5,0,0,6,268,0,1,0,0,0,0,2,0,1,0,0,1,0,2,0,0,0,1,2,0,19,0,0,0,0,0,3,0,0,0,0,51,0,0,0,0,0,0,65,0,0,0,0,0,8,1,0,0,0,7,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,1,2,0,43,3,0,5,8,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,7,0,7,4,0,0,0,0,0,0,0,0,0,15,5,0,5
Cell_375,0,0,0,1,7,643,1,0,66,0,0,0,0,2,0,0,3,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,5,0,0,5,2,0,13,0,1,2,0,8,1,1,0,0,2,4,1,0,0,5,0,0,0,0,7,0,0,0,0,0,0,0,3,1,0,1,6,1,1,0,15,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,7,2,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,74,0,1,2,19,0,1,2,0,0,0,0,0,0,0,0,0,0,81,0,0,0,1,3,0,0,0,0,10,0,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,8,3,0,0,0,3,2,0,0,1,2,0,0,0,4,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,34,0,19,0,3,0,0,25,0,3,1,0,0,2,12,0,0,2,1,0,0,14,0,0,0,0,0,0,0,0,0,0,1,38,4,0,3,0,0,0,0,0,5,0,0,0,5,3,0,1,0,851,0,0,0,0,0,0,0,89,0,0,0,0,1,51,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,8,0,0,0,9,0,2,0,0,0,0,1,0,0,11,0,1,0,0
Cell_376,1,0,0,1,3,15,3,15,1,0,3,0,0,1,0,0,5,0,0,4,0,0,1,0,0,0,0,4,3,0,15,0,0,0,20,1,46,3,0,0,0,0,1,0,0,0,0,9,0,0,0,0,0,2,0,1,0,16,1,0,2,4,0,2,1,16,5,0,0,120,0,2,3,0,9,0,0,6,39,2,1,0,17,3,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,6,4,1,0,0,0,0,2,2,2,0,0,0,1,0,1,0,2,0,0,1,0,13,0,0,0,1,87,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,12,0,3,1,3,0,0,12,0,3,0,0,25,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,2,1,0,1,0,0,239,8,0,0,0,0,0,0,0,0,0,1,1,2,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,51,3,0,0,0,2,0,0,2,0,0,0,22,10,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,25,2,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5,51,39,0,1,2,0,0,0,1,0,0,0,0,5,10,0,0,12
Cell_377,0,0,0,0,0,5,0,3,0,0,0,8,0,5,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,0,41,1,959,1,0,13,0,0,0,7,0,18,19,1,1,2,0,0,0,4,0,0,1,0,0,0,0,0,0,1,0,6,1,0,1,0,0,0,0,0,6,0,0,1,0,0,0,0,5,0,0,1,0,0,1,8,0,12,0,0,0,0,0,2,0,0,2,5,0,0,0,0,15,0,3,3,0,0,3,3,0,1,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,18,3,32,0,0,0,0,0,0,1,1,0,0,0,123,0,1,0,0,0,0,71,16,0,0,0,0,1,51,0,1,0,2,0,0,0,0,2,0,0,0,2,0,0,0,5,0,0,1,0,1,0,0,1,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,56,13,1,3,4,0,2,171,0,0,0,0,1,0,69,0,3,4,0,0,0,23,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,6,1,0,1,23,0,0,2,0,0,0,0,1,1,0,0,0,0,0,2,0,1,0,52,0,3,0,0,25,0,0,2,0,0,1,0,2,0,0,0,0,24,35,2,0,0,0,0,1,0,0,0,4,0,0,65,33,0,0,190
Cell_378,1,0,0,0,0,0,0,5,0,0,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,24,2,0,0,0,0,26,1,0,0,0,0,0,2,0,4,21,0,0,9,1,0,0,5,0,0,0,0,0,0,0,0,9,0,0,3,5,0,0,0,0,0,1,0,0,0,0,3,6,0,0,0,59,0,0,0,0,1,0,1,1,0,0,10,0,0,1,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,0,2,0,1,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,55,8,0,1,0,1,0,2,0,18,8,0,0,0,3,2,0,0,27,12,0,2,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,2,0,6,0,1,0,8,2,3,0,0,0,0,2,16,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,2,0,0,2,0,0,0,0,0,0,13,0,0,0,2,0,0,0,0,0,3,0,0,0,0,1,1,0,0,1,0,0,2,0,0,1,4,0,0,2,0,2,0,0,0,0,3,9,15,0,12,0,0,0,0,0,1,5,0,0,318,0,20,0,35
Cell_379,0,0,0,0,3,346163,0,1,0,0,0,11,0,1,0,1,0,9,0,0,1,1,1,0,0,0,0,2,0,0,4,1,0,1,4,0,0,0,0,0,8,0,0,0,0,0,11,1,1,2,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,1,0,2,0,0,1,1,1,0,0,0,0,0,0,1,1,0,3,0,0,0,2,0,15,0,0,0,0,0,4,0,2,1,2,1,0,7,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,2,0,0,0,0,0,0,0,1,0,0,15,0,0,0,2,0,0,0,1,0,0,1,2,0,0,0,0,10,1,0,0,8,0,0,2,1,15,0,0,0,0,0,0,5,0,5,1,582,0,2,0,24,0,0,1,0,0,0,0,0,0,0,15,0,0,0,1,0,0,2,0,4,1,5,1,1,0,0,0,0,0,7,0,38,0,0,0,0,0,0,5,0,0,0,3,13,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,13,2,0,3,0,15,0,0,0,0,0,6,0,0,0,0,0,2,0,21,3,1,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,8,3,0,0,0
Cell_380,3,0,0,1,0,0,0,2,0,0,0,0,0,0,2,0,1,16,0,0,0,0,0,2,0,0,0,0,1,0,8,1,4,1,17,0,82,0,0,1,3,0,0,0,0,0,13,0,0,11,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,0,1,2,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,2,0,4,0,0,0,0,0,1,0,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,53,0,0,0,23,0,0,0,0,0,0,0,0,0,28,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,1,16,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,9,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,16,0,0,0,64,2,0,0,0,0,0,0,63,0,58,0,1,0,1,0,0,631,0,0,0,1,5,0,0,0,0,0,1,10,2,0,0,1,6,0,2,0,7,0,0,0,8,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,7,0,0,0,0,0,0,5,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,8,0,0,0,4,0,0,8,1,0,0,4,5,1,3
Cell_381,8,0,1,0,1,2,0,0,9,1,0,3,0,0,1,0,0,6,0,0,0,0,0,1,0,0,0,4,0,0,0,5,0,4,0,0,0,1,0,0,0,0,1,1,0,0,3,4,0,16,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,2,1,0,4,18,1,0,0,0,0,0,0,0,1,0,1,0,5,0,2,0,0,0,6,0,0,0,1,0,0,0,2,0,3,0,0,0,0,17,138,0,0,0,0,0,0,0,0,0,0,0,9,0,0,6,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,6,6,0,0,0,0,0,4,1,0,2,0,1,0,0,39,0,0,1,2,0,0,0,0,5,0,20,16,0,0,0,0,0,0,1,1,0,0,0,0,7,0,0,1,0,0,0,0,1,0,0,0,1,0,1,9,0,0,0,1,0,2,10,0,2,0,0,0,1,11,0,0,0,0,16,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,3,0,0,2,0,0,5,1,0,50,0,9,1,3,0,0,0,1,0,0,0,0,0,1,0,0,0,1,4,0,0,10,0,0,0,1,0,0,0,0,0,58,11,4,0,0
Cell_382,0,0,0,0,0,0,1,3,2,0,0,20,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,5,1,0,1,0,0,1,0,6,3,1,2,0,0,0,1,0,2,0,4,0,0,0,15,0,0,0,0,9,0,0,26,7,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,1,0,0,0,0,0,0,0,1,2,10,0,0,0,0,0,4,1,0,1,0,0,0,0,0,9,4,1,0,0,1,18,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,4,6,0,2,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,84,0,12,0,1,0,0,52,0,0,4,1,0,1,6,0,18,0,0,95,0,0,0,0,0,1,0,133,1,0,1,0,0,0,0,0,2,0,4,0,0,1,5,0,1,0,0,0,0,3,0,2,0,5,0,0,48,0,0,0,0,12,0,15,0,3,4,2,0,0,3,0,0,0,0,4,0,0,0,0,0,5,0,0,1,0,0,20,0,0,1,1,1,0,0,11,0,0,0,0,136,0,0,0,0,0,1,0,0,0,0,1,3,0,27,4,0,0,0,12,0,0,0,0,0,6,0,0,0,0,0,0,0,16,21,0,21,3,0,0,0,0,0,11,0,0,35,4,0,1,0
Cell_383,9,0,0,0,0,0,1,0,32,0,2,11,0,0,0,0,0,0,0,0,0,2,0,7,0,0,0,0,0,1,0,7,0,0,95,0,0,1,1,0,2,0,0,2,0,1,26,5,0,14,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,17,0,0,0,0,3,0,0,0,0,0,0,0,57,0,0,0,0,1,10,1,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,2,0,0,0,0,0,0,5,4,0,6,1,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,33,0,3,0,0,0,0,0,0,2,0,2,0,1,0,0,22,1,2,0,1,3,0,3,0,29,26,0,0,0,2,1,0,0,0,23,1,0,0,0,0,0,1,0,0,1,0,0,0,2,2,0,0,0,1,0,19,46,7,0,14,0,0,0,0,0,1,0,41,0,0,0,0,4,1,0,0,12,0,0,0,0,17,0,0,0,0,0,3,0,1,1,2,4,16,0,0,1,10,1,0,1,4,0,2,0,0,4,0,0,0,0,1,9,0,4,0,1,0,6,0,3,0,0,0,3,0,2,0,2,0,0,1,0,0,0,0,0,0,5,10,2,0,37,0,0,1,0,0,0,0,1,0,0,4,56,0,1
Cell_384,0,0,0,1,0,46,0,0,0,0,1,0,0,5,0,0,0,0,1,0,0,0,0,5,0,0,0,0,2,0,15,2,0,0,19,0,0,0,0,0,3,0,6,6,0,0,2,0,0,6,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,3,0,1,0,0,0,6,0,1,0,0,1,5,2,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,1,0,96,28,1,0,1,0,0,0,0,0,0,1,0,0,0,6,21,0,1,0,2,25,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,1,0,3,0,333,1,0,0,0,19,0,1,1,0,0,0,0,0,0,0,0,1,3,0,0,3,0,1,1,0,0,2,2,66,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,5,0,5,0,0,0,0,27,1,0,0,0,6,0,10161,0,0,2,0,0,0,39,0,0,0,0,5,1,1,0,0,0,10,283,0,0,0,0,1,0,0,0,0,2,0,0,20,0,0,0,0,197,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,10,0,0,3,0,0,0,5,47,17,0,5,1,0,0,0,0,0,1,1,1,16,3,0,0,0
Cell_385,0,0,0,1,3,0,0,0,23,0,0,0,1,0,1,0,16,0,0,5,0,6,0,0,1,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,4,0,0,12,3,0,0,19,0,0,0,2,0,0,2,6,0,1,0,0,0,0,0,94,0,0,1,0,2,0,0,0,12,2,0,0,0,2,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,29,0,9,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,20,0,1,0,2,0,0,1,0,5,0,2,0,0,0,0,0,0,0,12,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,1,0,4,1,3,4,1,7,1,0,0,5,19,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,0,50,0,1,0,0,65,0,0,0,0,4,0,0,0,1,0,0,0,15,7,0,0,0,0,0,0,0,52,2,0,0,7,0,0,0,0,0,0,1,0,5,0,0,0,0,1,0,0,0,3,3,0,1,0,1,3,1,0,22,8,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,2,30,1,10,2,0,0,0,0,1,2,0,0,6,0,4,0,64
Cell_386,0,0,0,0,2,1,2,0,12,0,10,1,1,0,0,0,2,0,0,0,0,1,1,2,0,0,0,0,0,0,7,9,0,0,0,0,0,0,0,19,0,0,3,9,0,0,0,0,0,0,0,7,0,7,0,0,0,25,1,0,1,0,0,0,0,0,22,0,0,0,0,0,7,0,0,0,0,6,0,0,0,0,1,0,0,0,0,0,5,1,0,1,0,13,0,0,0,0,1,0,2,0,0,0,0,0,4,3,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,91,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,39,1,0,0,0,17,0,3,0,11,0,0,1,0,1,0,0,199,0,0,0,0,0,4,0,0,6,0,2,38,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,19,0,0,0,0,5,0,0,0,0,1,0,0,0,1,0,0,0,1,4,0,0,0,0,3,0,0,0,0,0,1,28,0,0,5,0,0,0,0,0,4,5,0,0,6,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,188,0,1,0,2,0,0,0,0,0,0,3,0,0,1,0,0,0,3,10,0,0,13,3,0,0,0,0,0,21,1,0,4,10,6,0,2
Cell_387,1,3,0,0,19,0,0,0,70,0,7,2,0,3,0,0,1,26,0,3,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,26,3,0,4,1,0,0,0,0,0,1,0,1,0,0,3,1,7,0,0,0,0,1,16,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,6,2,1,0,3,0,1,0,0,0,0,0,5,1,0,0,0,6,0,0,0,0,0,0,4,19,0,11,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,3,23,34,0,1,0,0,0,1,0,0,0,2,0,28,0,0,0,0,0,0,1,0,2,0,0,0,0,6,0,1,4,4,0,0,13,0,18,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,3,0,0,0,0,1,25,2,2,0,0,0,0,4,0,0,0,3,0,1,16,0,0,0,0,6,0,0,0,0,5,0,0,1,0,0,2,0,0,0,0,0,0,0,0,3,47,99,0,3,0,1,0,0,0,0,7,0,0,10,6,0,0,0,162,0,0,0,0,2,2,0,5,0,0,1,0,0,10,0,0,0,2,0,0,0,0,0,0,0,2,0,3,0,0,0,0,8,47,0,9,0,0,0,1,0,0,0,0,0,3,0,23,1,3
Cell_388,2,0,0,1,2,12,4,1,0,0,2,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,2,4,0,0,2,0,0,0,0,4,10,0,0,1,0,0,0,4,0,0,1,0,1,0,3,0,6,0,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,1,0,1,0,4,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,1,3,11,2,0,0,1,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,1,15,13,0,0,2,17,0,0,0,0,0,0,0,0,0,1,0,1,188,0,0,0,0,0,0,0,1,29,0,0,0,0,27,0,0,10,0,0,0,0,0,0,0,0,64,1,1,0,0,1,7,0,27,0,2,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,25,0,0,17,0,0,8,0,0,0,0,0,0,0,0,0,6,0,1,3,0,0,0,0,21,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,13,0,1,0,0,3,0,0,0,0,0,1,2,1,0,0,3,0,0,0,0,2,0,1,14,0,0,0,0,0,0,0,0,2,0,0,0,0,0,25,0,2,0,0,0,1,0,0,0,0,0,0,9,0,0,4
Cell_389,9,0,0,0,14,4,2,0,36,0,6,0,0,0,0,0,0,10,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,2,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,12,8,2,0,21,0,0,8,0,44,4,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,3,1,0,2,0,4,3163,1,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,12,0,431,1,0,0,0,0,1,0,0,2,1,0,41,1,0,0,0,1,0,162,5,0,0,1,0,0,9,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,2,0,9,0,0,0,10,0,0,0,0,2,0,1,0,0,2,5,1,0,0,0,0,0,4,2,0,0,12,0,0,13,0,0,0,0,27,0,0,1,0,9,1,0,0,0,0,0,0,70,12,0,0,0,0,0,0,0,43,2,0,0,2,0,0,0,0,0,0,0,10,11,0,1,0,42,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,21,4,16,0,13,0,0,0,0,0,0,4,0,0,7,0,5,0,0
Cell_390,0,0,0,0,2,24,0,11,422,0,3,1,0,4,0,0,4,0,0,0,0,0,2,0,0,1,0,0,0,0,9,1,1,0,6,0,3,0,0,30,0,0,0,2,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,4,0,1,0,0,5,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,3,0,8,0,0,0,0,2,0,0,0,1,0,0,0,0,9,6,0,0,2,0,65,3,3,0,1,0,0,0,0,5,0,0,0,21,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,10,4,1,0,0,0,0,2,0,0,0,10,0,0,5,0,2,0,13,62,0,0,0,0,0,5,0,5,4,2,0,2,0,1,0,0,6,0,0,0,0,33,2,0,0,0,0,0,0,29,1,0,0,8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,40,0,0,0,0,87,1,0,0,0,0,0,0,0,1,2,1,6,0,0,2,0,2,0,0,0,20,0,0,0,0,3,0,0,1,0,4,1,3,0,0,4,6,0,0,0,2,0,0,2,3,1,0,0,0,2,1,0,0,0,0,0,31,4,1,0,2,0,0,0,0,0,1,2,0,0,0,2,36,1,2
Cell_391,14,0,0,3,31,1,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,1,0,0,0,0,0,0,0,1,0,0,4,0,1,12,2,0,14,0,2,0,1,0,0,0,7,1,1,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,2,0,1,4,0,18,1,0,0,1,0,0,0,0,10,2,2,0,0,0,0,0,0,0,0,0,1,0,17,3,0,0,3,0,0,12,0,1,3,2,0,0,0,1,0,0,0,0,6,0,1,0,20,0,0,8,13,36,0,0,0,0,0,0,0,0,0,0,0,51,0,3,0,1,0,0,0,0,0,0,0,0,0,20,0,0,1,12,0,0,6,0,7,0,1,2,0,0,0,0,2,1,2,8,15,1,0,0,0,0,0,0,0,0,7,0,0,0,34,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,0,0,0,69,0,0,0,0,0,0,0,0,0,0,1,0,7,1,0,1,1,3,1,0,1,0,0,4,0,8,0,0,0,0,0,24,0,1,0,0,0,0,0,10,0,0,0,3,0,0,1,4,0,0,14,0,1,0,0,0,0,0,14,9,0,1,0,0,0,0,0,0,8,0,0,4,13,5,0,0
Cell_392,1,0,0,0,0,0,1,0,0,0,6,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,2,1,0,3,0,0,6,0,0,60,0,0,0,0,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,1,2,0,0,8,0,0,15,2,0,0,0,19,0,0,0,0,4,10,0,0,0,12,1,0,1,0,1,0,0,3,0,0,0,0,0,11,0,1,0,1,0,6,2,3,0,0,0,0,0,0,0,0,0,0,5627,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,0,0,0,18,16,0,1,0,1,3,2,1,10,0,0,2,2,0,0,0,2,6,0,0,0,0,0,20,0,0,0,0,0,0,6,48,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,1,0,19,0,0,4,0,0,19,0,0,0,0,0,1,1,1,0,4,1,0,0,3,8,0,0,0,0,0,0,0,0,2,0,0,4,0,1,2,6,0,0,0,0,1,3,26,2,1,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,2,0,0,3,2,0,0,3,0,1,1
Cell_393,0,0,0,0,2,383,0,15,819,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,51,0,100,0,0,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,23,0,0,1,0,0,0,1,0,26,0,3,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,34,0,0,0,0,0,0,9,19,109,0,0,0,0,0,1,0,0,0,0,1,4,0,2,0,0,1,0,0,0,0,0,0,0,2,25,0,0,3,0,0,0,0,0,0,0,0,0,2,0,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,150,5,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,134,0,0,0,12,0,0,0,0,0,0,0,20,0,0,0,0,9,0,0,0,0,0,0,0,20,1,0,1,0,284,0,0,0,2,3,6,0,7,0,1,3,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,8,0,0,5,0,0,0,0,0,0,19,0,0,0,2,0,1,0
