Gene 1	Gene 2	Weight	Network group	Network
CD39	HAPLN3	0.0038976667	Co-expression	Arijs-Rutgeerts-2009
CD39	SMAP2	0.0026585837	Co-expression	Arijs-Rutgeerts-2009
CD39	PIK3R5	0.0071027116	Co-expression	Arijs-Rutgeerts-2009
CD39	AGTPBP1	0.005904255	Co-expression	Arijs-Rutgeerts-2009
CD39	SELPLG	0.00744696	Co-expression	Arijs-Rutgeerts-2009
CD39	TPST2	0.0026277448	Co-expression	Arijs-Rutgeerts-2009
CD39	ELK3	0.00874104	Co-expression	Arijs-Rutgeerts-2009
CD39	SH3BP5	0.0017479978	Co-expression	Arijs-Rutgeerts-2009
CD39	PDK1	0.005278508	Co-expression	Arijs-Rutgeerts-2009
CD39	GPR183	0.0020406581	Co-expression	Arijs-Rutgeerts-2009
CD39	CD31	0.008937312	Co-expression	Arijs-Rutgeerts-2009
CD52	PATL2	0.005953022	Co-expression	Arijs-Rutgeerts-2009
CD52	GCSAM	0.0032565142	Co-expression	Arijs-Rutgeerts-2009
CD52	TIGIT	0.0019926396	Co-expression	Arijs-Rutgeerts-2009
CD52	CD272	0.0021320288	Co-expression	Arijs-Rutgeerts-2009
CD52	ZNF101	0.0070655476	Co-expression	Arijs-Rutgeerts-2009
CD52	FCRL3	0.0030541793	Co-expression	Arijs-Rutgeerts-2009
CD52	TESPA1	0.0073470897	Co-expression	Arijs-Rutgeerts-2009
CD52	C6orf48	0.0028907086	Co-expression	Arijs-Rutgeerts-2009
CD52	RASGRP2	0.007639336	Co-expression	Arijs-Rutgeerts-2009
CD52	CD28	0.0071391263	Co-expression	Arijs-Rutgeerts-2009
CD52	ARHGAP45	0.0067327856	Co-expression	Arijs-Rutgeerts-2009
CD52	BACH2	0.004169799	Co-expression	Arijs-Rutgeerts-2009
CD52	PIK3IP1	0.00598502	Co-expression	Arijs-Rutgeerts-2009
CD52	LEF1	0.0073229754	Co-expression	Arijs-Rutgeerts-2009
CD52	PSIP1	0.006322352	Co-expression	Arijs-Rutgeerts-2009
CD52	PASK	0.0064738817	Co-expression	Arijs-Rutgeerts-2009
CD52	TCF7	0.0045991344	Co-expression	Arijs-Rutgeerts-2009
CD52	TXK	0.0040093716	Co-expression	Arijs-Rutgeerts-2009
CD52	CCR6	0.0038333195	Co-expression	Arijs-Rutgeerts-2009
CD52	KCNAB2	0.006618625	Co-expression	Arijs-Rutgeerts-2009
CD52	LTB	0.0063916906	Co-expression	Arijs-Rutgeerts-2009
CD52	CD197	0.0025512583	Co-expression	Arijs-Rutgeerts-2009
CD52	CD161	0.00313242	Co-expression	Arijs-Rutgeerts-2009
CD52	CAMK4	0.0070320633	Co-expression	Arijs-Rutgeerts-2009
CD52	PRKCB	0.008159241	Co-expression	Arijs-Rutgeerts-2009
CD52	FCMR	0.0023813928	Co-expression	Arijs-Rutgeerts-2009
CD52	CD3E	0.002179958	Co-expression	Arijs-Rutgeerts-2009
CD52	MAL	0.0028426293	Co-expression	Arijs-Rutgeerts-2009
CD52	CD3G	0.004205054	Co-expression	Arijs-Rutgeerts-2009
CD52	CXCR4	0.0023762938	Co-expression	Arijs-Rutgeerts-2009
LGALS1	CD146	0.0050047957	Co-expression	Arijs-Rutgeerts-2009
LGALS1	TMEM204	0.0055311243	Co-expression	Arijs-Rutgeerts-2009
LGALS1	CD248	0.0022270137	Co-expression	Arijs-Rutgeerts-2009
LGALS1	PRSS23	0.0046460233	Co-expression	Arijs-Rutgeerts-2009
LGALS1	ZEB2	0.006493012	Co-expression	Arijs-Rutgeerts-2009
LGALS1	ELK3	0.006533107	Co-expression	Arijs-Rutgeerts-2009
LGALS1	LILRB1	0.002847761	Co-expression	Arijs-Rutgeerts-2009
LGALS1	GPR183	0.0015632096	Co-expression	Arijs-Rutgeerts-2009
LGALS1	CD31	0.0072023263	Co-expression	Arijs-Rutgeerts-2009
LGALS1	ACTN1	0.0056110765	Co-expression	Arijs-Rutgeerts-2009
LGALS1	CD39	0.0015096343	Co-expression	Arijs-Rutgeerts-2009
CD2	TTC39C	0.009619463	Co-expression	Arijs-Rutgeerts-2009
CD2	TIGIT	0.0033535287	Co-expression	Arijs-Rutgeerts-2009
CD2	GIMAP2	0.0073536052	Co-expression	Arijs-Rutgeerts-2009
CD2	PIK3IP1	0.009217783	Co-expression	Arijs-Rutgeerts-2009
CD2	KLRD1	0.010056688	Co-expression	Arijs-Rutgeerts-2009
CD2	TXK	0.0065938137	Co-expression	Arijs-Rutgeerts-2009
CD2	CCR6	0.005623358	Co-expression	Arijs-Rutgeerts-2009
CD2	CD197	0.0039921426	Co-expression	Arijs-Rutgeerts-2009
CD2	CD161	0.0054025515	Co-expression	Arijs-Rutgeerts-2009
CD2	CAMK4	0.010736312	Co-expression	Arijs-Rutgeerts-2009
CD2	NKG7	0.0071672187	Co-expression	Arijs-Rutgeerts-2009
CD2	CD3E	0.004022968	Co-expression	Arijs-Rutgeerts-2009
CD2	CD8	0.008776033	Co-expression	Arijs-Rutgeerts-2009
CD2	MAL	0.004243712	Co-expression	Arijs-Rutgeerts-2009
CD2	GZMK	0.0075642657	Co-expression	Arijs-Rutgeerts-2009
CD2	CD3G	0.0095470445	Co-expression	Arijs-Rutgeerts-2009
CD2	CXCR4	0.0041098543	Co-expression	Arijs-Rutgeerts-2009
CD2	CD52	0.0028196988	Co-expression	Arijs-Rutgeerts-2009
LDHB	CEP78	0.005888829	Co-expression	Arijs-Rutgeerts-2009
LDHB	RCAN3	0.0062752236	Co-expression	Arijs-Rutgeerts-2009
LDHB	GLUL	0.0036873964	Co-expression	Arijs-Rutgeerts-2009
GLRX	LMO7	0.011945604	Co-expression	Arijs-Rutgeerts-2009
CD69	FCGR3B	0.0099702375	Co-expression	Arijs-Rutgeerts-2009
CD69	GPR183	0.0067580612	Co-expression	Arijs-Rutgeerts-2009
CD69	PLEK	0.013277126	Co-expression	Arijs-Rutgeerts-2009
VCL	FUT11	0.02214123	Co-expression	Arijs-Rutgeerts-2009
CD127	TIM3	0.0082937265	Co-expression	Arijs-Rutgeerts-2009
CD127	C1orf162	0.0036842364	Co-expression	Arijs-Rutgeerts-2009
CD127	HAPLN3	0.0050464105	Co-expression	Arijs-Rutgeerts-2009
CD127	MYO1G	0.005330681	Co-expression	Arijs-Rutgeerts-2009
CD127	GAB3	0.006784334	Co-expression	Arijs-Rutgeerts-2009
CD127	PIK3R5	0.008980698	Co-expression	Arijs-Rutgeerts-2009
CD127	CTLA4	0.008962251	Co-expression	Arijs-Rutgeerts-2009
CD127	ARL4C	0.009628681	Co-expression	Arijs-Rutgeerts-2009
CD127	IL2RA	0.008414192	Co-expression	Arijs-Rutgeerts-2009
CD127	AIF1	0.009060246	Co-expression	Arijs-Rutgeerts-2009
CD127	BIN2	0.006937912	Co-expression	Arijs-Rutgeerts-2009
CD127	SAMHD1	0.0092569785	Co-expression	Arijs-Rutgeerts-2009
CD127	GZMB	0.0059919646	Co-expression	Arijs-Rutgeerts-2009
CD127	APBA2	0.007930065	Co-expression	Arijs-Rutgeerts-2009
CD127	SELPLG	0.009510685	Co-expression	Arijs-Rutgeerts-2009
CD127	LILRB1	0.00463366	Co-expression	Arijs-Rutgeerts-2009
CD127	SH3BP5	0.002209168	Co-expression	Arijs-Rutgeerts-2009
CD127	GPR183	0.0026099791	Co-expression	Arijs-Rutgeerts-2009
CD127	STK10	0.009945244	Co-expression	Arijs-Rutgeerts-2009
CD127	CD45	0.009016226	Co-expression	Arijs-Rutgeerts-2009
CD127	CD39	0.002364399	Co-expression	Arijs-Rutgeerts-2009
CD127	LGALS1	0.0018736712	Co-expression	Arijs-Rutgeerts-2009
DGKA	CXCR3	0.018672915	Co-expression	Arijs-Rutgeerts-2009
DGKA	SLC9A3R1	0.0035642406	Co-expression	Arijs-Rutgeerts-2009
CD19	PATL2	0.0052533513	Co-expression	Arijs-Rutgeerts-2009
CD19	GCSAM	0.003237096	Co-expression	Arijs-Rutgeerts-2009
CD19	CMTM7	0.0030433438	Co-expression	Arijs-Rutgeerts-2009
CD19	TIGIT	0.0018314831	Co-expression	Arijs-Rutgeerts-2009
CD19	CD272	0.0019900443	Co-expression	Arijs-Rutgeerts-2009
CD19	ZNF101	0.0069524175	Co-expression	Arijs-Rutgeerts-2009
CD19	FCRL3	0.002604408	Co-expression	Arijs-Rutgeerts-2009
CD19	TESPA1	0.0068333726	Co-expression	Arijs-Rutgeerts-2009
CD19	C6orf48	0.0023367705	Co-expression	Arijs-Rutgeerts-2009
CD19	RASGRP2	0.0066459365	Co-expression	Arijs-Rutgeerts-2009
CD19	CCM2	0.0032900413	Co-expression	Arijs-Rutgeerts-2009
CD19	CD6	0.005372222	Co-expression	Arijs-Rutgeerts-2009
CD19	CD28	0.0064926734	Co-expression	Arijs-Rutgeerts-2009
CD19	BACH2	0.004151668	Co-expression	Arijs-Rutgeerts-2009
CD19	LEF1	0.0061381324	Co-expression	Arijs-Rutgeerts-2009
CD19	PASK	0.0065622106	Co-expression	Arijs-Rutgeerts-2009
CD19	TCF7	0.0038418001	Co-expression	Arijs-Rutgeerts-2009
CD19	CCR6	0.0029649213	Co-expression	Arijs-Rutgeerts-2009
CD19	KCNAB2	0.006020946	Co-expression	Arijs-Rutgeerts-2009
CD19	LTB	0.005661035	Co-expression	Arijs-Rutgeerts-2009
CD19	CD5	0.005235225	Co-expression	Arijs-Rutgeerts-2009
CD19	ARHGAP25	0.0068102297	Co-expression	Arijs-Rutgeerts-2009
CD19	CD197	0.002142151	Co-expression	Arijs-Rutgeerts-2009
CD19	PRKCB	0.0071357116	Co-expression	Arijs-Rutgeerts-2009
CD19	FCMR	0.002008536	Co-expression	Arijs-Rutgeerts-2009
CD19	CD4	0.005077154	Co-expression	Arijs-Rutgeerts-2009
CD19	CD3E	0.0019321301	Co-expression	Arijs-Rutgeerts-2009
CD19	MAL	0.0025762138	Co-expression	Arijs-Rutgeerts-2009
CD19	ATM	0.00624133	Co-expression	Arijs-Rutgeerts-2009
CD19	CD52	0.0017219255	Co-expression	Arijs-Rutgeerts-2009
SRPK2	GPR183	0.007894698	Co-expression	Arijs-Rutgeerts-2009
EMP3	GPR155	0.0038176496	Co-expression	Arijs-Rutgeerts-2009
EMP3	FUT11	0.0027589246	Co-expression	Arijs-Rutgeerts-2009
EMP3	TIM3	0.0039519127	Co-expression	Arijs-Rutgeerts-2009
EMP3	C1orf162	0.0016830838	Co-expression	Arijs-Rutgeerts-2009
EMP3	HAPLN3	0.0023101657	Co-expression	Arijs-Rutgeerts-2009
EMP3	SMAP2	0.0015462753	Co-expression	Arijs-Rutgeerts-2009
EMP3	MYO1G	0.0023216892	Co-expression	Arijs-Rutgeerts-2009
EMP3	STMN3	0.003365845	Co-expression	Arijs-Rutgeerts-2009
EMP3	PIK3R5	0.0040521226	Co-expression	Arijs-Rutgeerts-2009
EMP3	TMEM204	0.0041393307	Co-expression	Arijs-Rutgeerts-2009
EMP3	CD248	0.0015993974	Co-expression	Arijs-Rutgeerts-2009
EMP3	CCM2	0.002169363	Co-expression	Arijs-Rutgeerts-2009
EMP3	CTLA4	0.004137577	Co-expression	Arijs-Rutgeerts-2009
EMP3	ARL4C	0.004710762	Co-expression	Arijs-Rutgeerts-2009
EMP3	GZMH	0.002566532	Co-expression	Arijs-Rutgeerts-2009
EMP3	TNFSF8	0.0047333282	Co-expression	Arijs-Rutgeerts-2009
EMP3	SAMHD1	0.0038527453	Co-expression	Arijs-Rutgeerts-2009
EMP3	ZEB2	0.0045631253	Co-expression	Arijs-Rutgeerts-2009
EMP3	APBA2	0.0034863323	Co-expression	Arijs-Rutgeerts-2009
EMP3	SELPLG	0.004710144	Co-expression	Arijs-Rutgeerts-2009
EMP3	TPST2	0.0015312822	Co-expression	Arijs-Rutgeerts-2009
EMP3	RGS19	0.0013013973	Co-expression	Arijs-Rutgeerts-2009
EMP3	ARHGAP25	0.0044487226	Co-expression	Arijs-Rutgeerts-2009
EMP3	ELK3	0.005036107	Co-expression	Arijs-Rutgeerts-2009
EMP3	SH3BP5	0.0009888789	Co-expression	Arijs-Rutgeerts-2009
EMP3	PDK1	0.0032592155	Co-expression	Arijs-Rutgeerts-2009
EMP3	CD11B	0.0038809679	Co-expression	Arijs-Rutgeerts-2009
EMP3	GPR183	0.0012251001	Co-expression	Arijs-Rutgeerts-2009
EMP3	CD31	0.00504393	Co-expression	Arijs-Rutgeerts-2009
EMP3	STK10	0.0044430005	Co-expression	Arijs-Rutgeerts-2009
EMP3	CD39	0.0011238306	Co-expression	Arijs-Rutgeerts-2009
EMP3	LGALS1	0.00085282046	Co-expression	Arijs-Rutgeerts-2009
EMP3	CD127	0.0013361552	Co-expression	Arijs-Rutgeerts-2009
CD55	R3HDM4	0.0045066993	Co-expression	Arijs-Rutgeerts-2009
CD55	LPCAT1	0.0031827153	Co-expression	Arijs-Rutgeerts-2009
CD55	ISG20	0.0060786214	Co-expression	Arijs-Rutgeerts-2009
CD38	SMAP2	0.003109589	Co-expression	Arijs-Rutgeerts-2009
CD38	CCR10	0.0061962837	Co-expression	Arijs-Rutgeerts-2009
CD38	CCM2	0.004345827	Co-expression	Arijs-Rutgeerts-2009
CD38	GZMH	0.0061457143	Co-expression	Arijs-Rutgeerts-2009
CD38	CLDND1	0.0053330776	Co-expression	Arijs-Rutgeerts-2009
CD38	TNFSF8	0.009676699	Co-expression	Arijs-Rutgeerts-2009
CD38	GZMB	0.0057421266	Co-expression	Arijs-Rutgeerts-2009
CD38	TPST2	0.003523529	Co-expression	Arijs-Rutgeerts-2009
CD38	PDK1	0.0076674325	Co-expression	Arijs-Rutgeerts-2009
CD38	NKG7	0.004653718	Co-expression	Arijs-Rutgeerts-2009
CD38	GPR183	0.002255252	Co-expression	Arijs-Rutgeerts-2009
CD38	GZMK	0.005145345	Co-expression	Arijs-Rutgeerts-2009
CD38	CXCR4	0.003054962	Co-expression	Arijs-Rutgeerts-2009
CD38	CD2	0.003128205	Co-expression	Arijs-Rutgeerts-2009
FGR	SNX20	0.0076094735	Co-expression	Arijs-Rutgeerts-2009
FGR	TIM3	0.00659319	Co-expression	Arijs-Rutgeerts-2009
FGR	PIK3R5	0.0070573823	Co-expression	Arijs-Rutgeerts-2009
FGR	CD300A	0.0070806383	Co-expression	Arijs-Rutgeerts-2009
FGR	IL17RA	0.007091719	Co-expression	Arijs-Rutgeerts-2009
FGR	AIF1	0.0074957	Co-expression	Arijs-Rutgeerts-2009
FGR	BIN2	0.0054401862	Co-expression	Arijs-Rutgeerts-2009
FGR	SAMHD1	0.0068248315	Co-expression	Arijs-Rutgeerts-2009
FGR	APBA2	0.0063701677	Co-expression	Arijs-Rutgeerts-2009
FGR	GNLY	0.0061170845	Co-expression	Arijs-Rutgeerts-2009
FGR	MYO1F	0.0025802073	Co-expression	Arijs-Rutgeerts-2009
FGR	FCGR3B	0.0031310995	Co-expression	Arijs-Rutgeerts-2009
FGR	LILRB1	0.004045892	Co-expression	Arijs-Rutgeerts-2009
FGR	CD11B	0.007066588	Co-expression	Arijs-Rutgeerts-2009
FGR	ADAM8	0.0073998836	Co-expression	Arijs-Rutgeerts-2009
FGR	PLEK	0.0039474685	Co-expression	Arijs-Rutgeerts-2009
FGR	F5	0.0048045865	Co-expression	Arijs-Rutgeerts-2009
FGR	ACTN1	0.0073505896	Co-expression	Arijs-Rutgeerts-2009
CD122	TSHZ2	0.014143717	Co-expression	Arijs-Rutgeerts-2009
CD122	KLRF1	0.011096108	Co-expression	Arijs-Rutgeerts-2009
CD122	TBX21	0.009703522	Co-expression	Arijs-Rutgeerts-2009
CD122	KLRD1	0.013887521	Co-expression	Arijs-Rutgeerts-2009
CD122	NKG7	0.009957749	Co-expression	Arijs-Rutgeerts-2009
CD122	CD3E	0.0050208927	Co-expression	Arijs-Rutgeerts-2009
CD122	CD8	0.008703509	Co-expression	Arijs-Rutgeerts-2009
CD122	CD2	0.005407734	Co-expression	Arijs-Rutgeerts-2009
STAM	TRIM16	0.012607506	Co-expression	Arijs-Rutgeerts-2009
STAM	ISG20	0.015402355	Co-expression	Arijs-Rutgeerts-2009
STAM	CD55	0.0071308403	Co-expression	Arijs-Rutgeerts-2009
CD3D	TTC39C	0.014347463	Co-expression	Arijs-Rutgeerts-2009
CD3D	TIGIT	0.004137407	Co-expression	Arijs-Rutgeerts-2009
CD3D	CD272	0.003570918	Co-expression	Arijs-Rutgeerts-2009
CD3D	CD6	0.0124875065	Co-expression	Arijs-Rutgeerts-2009
CD3D	ARHGAP45	0.013855736	Co-expression	Arijs-Rutgeerts-2009
CD3D	PIK3IP1	0.013655569	Co-expression	Arijs-Rutgeerts-2009
CD3D	KLRD1	0.011822114	Co-expression	Arijs-Rutgeerts-2009
CD3D	TCF7	0.008750024	Co-expression	Arijs-Rutgeerts-2009
CD3D	TXK	0.01037218	Co-expression	Arijs-Rutgeerts-2009
CD3D	CCR6	0.0070185866	Co-expression	Arijs-Rutgeerts-2009
CD3D	CD197	0.005015255	Co-expression	Arijs-Rutgeerts-2009
CD3D	CD161	0.007848944	Co-expression	Arijs-Rutgeerts-2009
CD3D	CAMK4	0.014741802	Co-expression	Arijs-Rutgeerts-2009
CD3D	NKG7	0.008146989	Co-expression	Arijs-Rutgeerts-2009
CD3D	CD3E	0.0057205423	Co-expression	Arijs-Rutgeerts-2009
CD3D	CD8	0.011315962	Co-expression	Arijs-Rutgeerts-2009
CD3D	MAL	0.0059595215	Co-expression	Arijs-Rutgeerts-2009
CD3D	GZMK	0.008040548	Co-expression	Arijs-Rutgeerts-2009
CD3D	CD3G	0.012237167	Co-expression	Arijs-Rutgeerts-2009
CD3D	CD52	0.0034204242	Co-expression	Arijs-Rutgeerts-2009
CD3D	CD2	0.0072142696	Co-expression	Arijs-Rutgeerts-2009
CD3D	CD122	0.0067850673	Co-expression	Arijs-Rutgeerts-2009
ADRB2	C1orf162	0.006583854	Co-expression	Arijs-Rutgeerts-2009
ADRB2	CLDND1	0.011100561	Co-expression	Arijs-Rutgeerts-2009
ADRB2	RASSF1	0.009707409	Co-expression	Arijs-Rutgeerts-2009
ADRB2	SH3BP5	0.0036231147	Co-expression	Arijs-Rutgeerts-2009
ADRB2	GPR183	0.004310822	Co-expression	Arijs-Rutgeerts-2009
ADRB2	CD39	0.0038901598	Co-expression	Arijs-Rutgeerts-2009
ADRB2	EMP3	0.002346101	Co-expression	Arijs-Rutgeerts-2009
CD14	TIM3	0.014655395	Co-expression	Arijs-Rutgeerts-2009
CD14	CTLA4	0.015331712	Co-expression	Arijs-Rutgeerts-2009
CD14	PRSS23	0.012809568	Co-expression	Arijs-Rutgeerts-2009
CD14	BIN2	0.01281082	Co-expression	Arijs-Rutgeerts-2009
CD14	MYO1F	0.0049599353	Co-expression	Arijs-Rutgeerts-2009
CD14	FCGR3B	0.00657177	Co-expression	Arijs-Rutgeerts-2009
CD14	ACTN1	0.015454264	Co-expression	Arijs-Rutgeerts-2009
CD14	LGALS1	0.0031417806	Co-expression	Arijs-Rutgeerts-2009
NPM1	LDHB	0.0045173774	Co-expression	Arijs-Rutgeerts-2009
NPM1	EXOSC8	0.006506179	Co-expression	Arijs-Rutgeerts-2009
IL10RA	SNX20	0.0050065094	Co-expression	Arijs-Rutgeerts-2009
IL10RA	GPR155	0.004620524	Co-expression	Arijs-Rutgeerts-2009
IL10RA	CMTM7	0.002457818	Co-expression	Arijs-Rutgeerts-2009
IL10RA	RNF166	0.002327286	Co-expression	Arijs-Rutgeerts-2009
IL10RA	TIM3	0.004966366	Co-expression	Arijs-Rutgeerts-2009
IL10RA	C1orf162	0.0020256664	Co-expression	Arijs-Rutgeerts-2009
IL10RA	HAPLN3	0.002979037	Co-expression	Arijs-Rutgeerts-2009
IL10RA	TIGIT	0.0012908023	Co-expression	Arijs-Rutgeerts-2009
IL10RA	SMAP2	0.0019510514	Co-expression	Arijs-Rutgeerts-2009
IL10RA	MYO1G	0.0028792974	Co-expression	Arijs-Rutgeerts-2009
IL10RA	CD272	0.0013138318	Co-expression	Arijs-Rutgeerts-2009
IL10RA	GITR	0.0036920174	Co-expression	Arijs-Rutgeerts-2009
IL10RA	CCR10	0.0035508974	Co-expression	Arijs-Rutgeerts-2009
IL10RA	PIK3R5	0.0051248414	Co-expression	Arijs-Rutgeerts-2009
IL10RA	CCM2	0.0025707758	Co-expression	Arijs-Rutgeerts-2009
IL10RA	SYNE1	0.0041165138	Co-expression	Arijs-Rutgeerts-2009
IL10RA	CTLA4	0.0054619014	Co-expression	Arijs-Rutgeerts-2009
IL10RA	ARL4C	0.0061485576	Co-expression	Arijs-Rutgeerts-2009
IL10RA	IL2RA	0.0052123354	Co-expression	Arijs-Rutgeerts-2009
IL10RA	GZMH	0.002885395	Co-expression	Arijs-Rutgeerts-2009
IL10RA	TNFSF8	0.0058008577	Co-expression	Arijs-Rutgeerts-2009
IL10RA	BIN2	0.0037563278	Co-expression	Arijs-Rutgeerts-2009
IL10RA	SAMHD1	0.004960876	Co-expression	Arijs-Rutgeerts-2009
IL10RA	GZMB	0.0033915588	Co-expression	Arijs-Rutgeerts-2009
IL10RA	SELPLG	0.005285236	Co-expression	Arijs-Rutgeerts-2009
IL10RA	TPST2	0.001863547	Co-expression	Arijs-Rutgeerts-2009
IL10RA	RGS19	0.0015727334	Co-expression	Arijs-Rutgeerts-2009
IL10RA	KCNAB2	0.004936512	Co-expression	Arijs-Rutgeerts-2009
IL10RA	CD5	0.0041538384	Co-expression	Arijs-Rutgeerts-2009
IL10RA	ARHGAP25	0.0056599774	Co-expression	Arijs-Rutgeerts-2009
IL10RA	CD197	0.0017349236	Co-expression	Arijs-Rutgeerts-2009
IL10RA	SH3BP5	0.0012164908	Co-expression	Arijs-Rutgeerts-2009
IL10RA	PDK1	0.003785057	Co-expression	Arijs-Rutgeerts-2009
IL10RA	GPR183	0.0014739779	Co-expression	Arijs-Rutgeerts-2009
IL10RA	STK10	0.0055217785	Co-expression	Arijs-Rutgeerts-2009
IL10RA	GZMK	0.0027082579	Co-expression	Arijs-Rutgeerts-2009
IL10RA	CXCR4	0.0017899253	Co-expression	Arijs-Rutgeerts-2009
IL10RA	CD45	0.004846196	Co-expression	Arijs-Rutgeerts-2009
IL10RA	CD39	0.0012582575	Co-expression	Arijs-Rutgeerts-2009
IL10RA	CD2	0.0019298105	Co-expression	Arijs-Rutgeerts-2009
IL10RA	CD127	0.0016184674	Co-expression	Arijs-Rutgeerts-2009
IL10RA	EMP3	0.00074479985	Co-expression	Arijs-Rutgeerts-2009
IL10RA	CD38	0.0015121633	Co-expression	Arijs-Rutgeerts-2009
CD18	MYO1F	0.010077316	Co-expression	Arijs-Rutgeerts-2009
CD18	RGS19	0.010148318	Co-expression	Arijs-Rutgeerts-2009
CD18	LILRB1	0.016331596	Co-expression	Arijs-Rutgeerts-2009
CD18	GPR183	0.008548641	Co-expression	Arijs-Rutgeerts-2009
CD18	CD127	0.009899573	Co-expression	Arijs-Rutgeerts-2009
CD18	FGR	0.00786421	Co-expression	Arijs-Rutgeerts-2009
CD18	IL10RA	0.0053846617	Co-expression	Arijs-Rutgeerts-2009
CD27	GCSAM	0.0024069606	Co-expression	Arijs-Rutgeerts-2009
CD27	CMTM7	0.0027728982	Co-expression	Arijs-Rutgeerts-2009
CD27	TIGIT	0.0015695667	Co-expression	Arijs-Rutgeerts-2009
CD27	SMAP2	0.0019725289	Co-expression	Arijs-Rutgeerts-2009
CD27	CD272	0.0015286136	Co-expression	Arijs-Rutgeerts-2009
CD27	ZNF101	0.0055793575	Co-expression	Arijs-Rutgeerts-2009
CD27	FCRL3	0.001982608	Co-expression	Arijs-Rutgeerts-2009
CD27	TESPA1	0.0058281342	Co-expression	Arijs-Rutgeerts-2009
CD27	C6orf48	0.0019887448	Co-expression	Arijs-Rutgeerts-2009
CD27	RASGRP2	0.0052952426	Co-expression	Arijs-Rutgeerts-2009
CD27	CCM2	0.0030510637	Co-expression	Arijs-Rutgeerts-2009
CD27	SYNE1	0.0046186266	Co-expression	Arijs-Rutgeerts-2009
CD27	ARL4C	0.0058454797	Co-expression	Arijs-Rutgeerts-2009
CD27	CD6	0.0043844124	Co-expression	Arijs-Rutgeerts-2009
CD27	CD28	0.005822897	Co-expression	Arijs-Rutgeerts-2009
CD27	BACH2	0.0031060788	Co-expression	Arijs-Rutgeerts-2009
CD27	LEF1	0.005933917	Co-expression	Arijs-Rutgeerts-2009
CD27	TNFSF8	0.006003592	Co-expression	Arijs-Rutgeerts-2009
CD27	CD5	0.0046517756	Co-expression	Arijs-Rutgeerts-2009
CD27	CD197	0.0018594803	Co-expression	Arijs-Rutgeerts-2009
CD27	PRKCB	0.0062712617	Co-expression	Arijs-Rutgeerts-2009
CD27	PDK1	0.004109188	Co-expression	Arijs-Rutgeerts-2009
CD27	FCMR	0.0015886755	Co-expression	Arijs-Rutgeerts-2009
CD27	CD3E	0.0016102303	Co-expression	Arijs-Rutgeerts-2009
CD27	MAL	0.0020221302	Co-expression	Arijs-Rutgeerts-2009
CD27	GZMK	0.0031182377	Co-expression	Arijs-Rutgeerts-2009
CD27	ATM	0.0051082396	Co-expression	Arijs-Rutgeerts-2009
CD27	CD3G	0.0034157136	Co-expression	Arijs-Rutgeerts-2009
CD27	CXCR4	0.0020652823	Co-expression	Arijs-Rutgeerts-2009
CD27	CD52	0.001368654	Co-expression	Arijs-Rutgeerts-2009
CD27	CD2	0.0021842916	Co-expression	Arijs-Rutgeerts-2009
CD27	CD19	0.0012746146	Co-expression	Arijs-Rutgeerts-2009
CD27	CD38	0.0015765339	Co-expression	Arijs-Rutgeerts-2009
CD27	CD3D	0.0024125052	Co-expression	Arijs-Rutgeerts-2009
CD27	IL10RA	0.00094255246	Co-expression	Arijs-Rutgeerts-2009
CD62L	SNX20	0.006487615	Co-expression	Arijs-Rutgeerts-2009
CD62L	RNF166	0.002698564	Co-expression	Arijs-Rutgeerts-2009
CD62L	TIM3	0.005746278	Co-expression	Arijs-Rutgeerts-2009
CD62L	C1orf162	0.002548843	Co-expression	Arijs-Rutgeerts-2009
CD62L	HAPLN3	0.0032117346	Co-expression	Arijs-Rutgeerts-2009
CD62L	MYO1G	0.003673768	Co-expression	Arijs-Rutgeerts-2009
CD62L	PIK3R5	0.006081049	Co-expression	Arijs-Rutgeerts-2009
CD62L	CD300A	0.0058031823	Co-expression	Arijs-Rutgeerts-2009
CD62L	CTLA4	0.0059035295	Co-expression	Arijs-Rutgeerts-2009
CD62L	ARL4C	0.006291074	Co-expression	Arijs-Rutgeerts-2009
CD62L	IL17RA	0.0055859108	Co-expression	Arijs-Rutgeerts-2009
CD62L	IL2RA	0.0056008296	Co-expression	Arijs-Rutgeerts-2009
CD62L	AIF1	0.005989936	Co-expression	Arijs-Rutgeerts-2009
CD62L	TNFSF8	0.006584197	Co-expression	Arijs-Rutgeerts-2009
CD62L	BIN2	0.0050103604	Co-expression	Arijs-Rutgeerts-2009
CD62L	APBA2	0.005053208	Co-expression	Arijs-Rutgeerts-2009
CD62L	SELPLG	0.006246388	Co-expression	Arijs-Rutgeerts-2009
CD62L	CX3CR1	0.0042383843	Co-expression	Arijs-Rutgeerts-2009
CD62L	MYO1F	0.002060973	Co-expression	Arijs-Rutgeerts-2009
CD62L	RGS19	0.0020061564	Co-expression	Arijs-Rutgeerts-2009
CD62L	ARHGAP25	0.0066556386	Co-expression	Arijs-Rutgeerts-2009
CD62L	LILRB1	0.0031768882	Co-expression	Arijs-Rutgeerts-2009
CD62L	SH3BP5	0.0014401666	Co-expression	Arijs-Rutgeerts-2009
CD62L	CD4	0.004492226	Co-expression	Arijs-Rutgeerts-2009
CD62L	CD11B	0.0062358743	Co-expression	Arijs-Rutgeerts-2009
CD62L	GPR183	0.0017356172	Co-expression	Arijs-Rutgeerts-2009
